Puan	Yorum
1.0	Ebeveynlik sürecinde okuyup faydalanmaya çalıştığım kitaplar içerisinde beni en çok etkileyen kitap oldu &quot;Bağırmayan Anneler&quot; Tavsiye ederim..
1.0	gerçekten hızlı kargo ve sorunsuz ürün teşekkürler
1.0	Beğendim tavsiye ederim 
0.0	boyut ve resimler ilgi çekici ama hikayeler için aynı şeyi söyleyemicem tamam güzel mesajlar veriyor ama cümleler gereksiz uzatılmış insan okurken sıkılıyor karakterlere gereksiz ve saçma isimler takılmış. her kelimeden sonra mış miş muş müş.. çok sıkıcı.. dinlerken bile yoruluyorsun ben hikayeleri sevmedim daha kaliteli yazılabilirdi ne varsa eski masallarda var valla
1.0	BEYLER BU KİTAP NİYE BU KADAR UCUZ BİLMİYORUM AMA GERÇEKTEN KARGO 2.ELİME ULAŞTI VE KİTAPTA SORULARDA İYİYDİ
1.0	tavsıye edrım daha oncede bırcok kıtaplarını okudum
1.0	Mühteşem ve kaliteli mikrofon! Ses yüksekliği çok güzel! 1 ay bol bol kulanıyoruz. Çok eğlenceli! Kargo çok hızlı! Teşekkürler! Herkese tavsiye ediyorum, fiyat çok uygun, mükemmel bir ürün!
1.0	Sağlam kargolamış ve teslimat süresi hızlı.Hazır kurulmuş ve katlanarak bez kılıfına yerleştirilmiş. Karton kutuda geldi. Ürün sağlam şık. Teşekkürler...
1.0	Aldığım ürün kaliteli uygun ve güzel bir şekilde geldi. Aslında aldığım ürün hiç önemli değil yanına bir adet de pena koymuşlar gerçekten incelik dolu bir hareket. Bir internet sitesinden ilk defa böyle bir incelik gördüm teşekkür ediyorum herkese tavsiye ediyorum..
1.0	Ufak bir problem yaşadım ama firma ile görüştüm, sorunu hallettiler. Ürün hem ucuz hem kaliteli. Tek elle açılması zor ama kullandıkça açılır. Bir kapoya yüksek fiyatlar vermek yerine burdan almanızı tercih ederim. Satıcıya ilgi ve alakası için teşekkür ederim.
1.0	Arkadaşımda var,çok güzel.Bende aldım. Keşke yedek pervane de olsaydı... 
1.0	Tınısı çok güzel bir tel.
1.0	Sınıf öğretmeni olarak 16 aylık kızımla birlikte eğlenceli bir şekilde serinin tüm kitaplarını okuduk. Ben sayfaları okurken oda minik sarı ördeği bulmaya çalıştı böylelikle sıkılma durumu da söz konusu olmadı her kitabın sayfasında olduğu için artık ne yapması gerektiğini biliyor. Teşekkürler hepsi burada ailesi uygun fiyat keyifli alışveriş. 
1.0	süperrrr
1.0	Çok güzel bir kitap
1.0	Ürüne bayıldım. Fiyatıdı da harika. Üstelik iki günde kapıma geldi. Beğendik
1.0	Çok etkileyici ve akıcı. yürek burkan bir hikaye.
1.0	bir solukta okuyorsunuz bu kadar şeyi nasıl hayal etmiş insan şaşırıyor.geçmiş kitaplarda kafanıza takılan şeylerin cevabı bu kitapta veriliyor özellikle son 100 sayfada elinizden bırakamazsınız
1.0	Şu ana kadar okuduğum en güzel kitaplardan biri. Bittiğinde üzüldüm desem yalan olmaz. Sürükleyici ve etkileyici.
1.0	ürün düzgün ve hızlı bir şekilde elime ulaştı. Güzel bir oyun severek oynuyoruz.
1.0	Renkler kalite çok iyi 1 gün içinde geldi kızım suan küçük sadece resimlerle ilgileniyor ama masalları da seveceginden eminim teşekkürler. .
1.0	Bu kitaptan 1 tane almayın. gücünüz nispetinde alın ve etrafınızda özellikle hakkında hiç bir bilgiye sahip değilken sürekli sallayan cahillere hediye edin. 1 tanesi bile Atatürk'ü tanısa ve anlasa önemlidir. Kitap için Yılmaz Özdil'e , varlığımız için Ata'mıza minnetlerimi sunarım. Ne mutlu Türk'üm diyene...
1.0	Pazar günü sipariş vermeme rağmen Pazartesi geldi Harika
1.0	Benim çok hoşuma giden,sürükleyici ve cengiz aytmatovu tanımamı sağlayan bir kitap okumanızı tavsiye ederim.
1.0	GAYET İYİ
1.0	Okumadan olmaz
1.0	9 yaşındaki kızım için aldım. Aynı kitabın deyimler için olanıda var. Bu yaş grubu için çok faydalı bulduğumu söyleyebilirim.
1.0	Ürün kargolaması ve gönderimi son derece başarılı. 
1.0	kitap güzel bir kitap şiir severler icin okunmasi gereken bir basucu kitabi
1.0	SN müzikten daha önce aldığım yeni baskıSezen Aksu plaklarına göre biraz daha tatminkar bir kayıda sahip olduğunu söyleyebilirim.Çift plak ve içeriği çok iyi olan bir albümdür. Daha mükemmel bir kayıt olabilir miydi?bence evet ...
1.0	olasılıksız çok beğenerek okuduğum bir kitaptı.başladınızmı bitiriyorsunuz soluksuz bırakıyor resmen. ben olasılıksızı daha çok beğendim empati aynı tadı vermiyor malesef
1.0	yeni başlayanlar için çok ideal. günde 4 saat kadar çalsanız bile 3-4 ay sorunsuz götürüyor. şimdiye kadar 3 takım eskittim. şiddetle tavsiye olunur. Şimdi de Ej45n deneyeceğim. Yamaha gitarda piyano gibi tınlıyor. harikaaaa
1.0	harika bir kitap gerçekten
1.0	Ürün fiyatına göre oldukça başarılı , kesinlikle tavsiye ederim.Çok hızlı şekilde teslim edildi.Teşekkürler 
1.0	Eğlenerek problem çözdük ve gerçekten faydalı olduğunu gördük.
0.0	Büzel kitap deil ya öyle
1.0	ürün çok hızlı elime ulastı ve verdiğimiz paranın hakkını veriyor gayet güzel ahşap tahta parlak kaliteli gözüküyor taşları da iyi gözüküyor. ama kullandıktan sonra nasıl olur dayanıklı mı vs bunu bilemem suanda iş görür güzüküyor. satıcıya da teşekkürler
1.0	geç teslim edilmesi dışında çok güzel kitaplar
0.0	ürün açıklama kısmında yazan özelliklerle elime gelen ürün arasında bir benzerlik yok. çok kırılgan ve kullandığım la meyine uyumsuz idi bazı notalar çıkmıyor. paketleme fena değildi ama pişman olduğumu rahatlıkla söyleyebilirim
1.0	Şahane bir kitap. Aynıgünde kargoya verildi
1.0	1,5 yaşındaki kızım çok seviyor. 
1.0	çok güzel masal kitapları tavsiye edrim
1.0	Fiyatına göre gayet uygun, teşekkürler hepsiburada
1.0	Ürün pile tam oturuyor kablosu gayet uzun ama kablonun içindeki metal çok ince
0.0	fiyatı oldukça cazip geliyor ama dış malzemesi ,boyası kötü,akord ayarlamaya yarayan kulaklar plastikhiç bir hoca plastiği beğenmez ,birçok eksiği var tavsiyem internetten değil bir yerden dokunarak bakarak almanız.
1.0	basımını bulamadığım bu kitabı hepsiburadadan temin edebildim. kargo hızlı ve kitap da harika
0.0	100 adet falan gelmedi
1.0	Gerçekten okunması gereken bir tarih kitabı. Bir tarih kitabı olarakta ağır dil kullanılmamış, buda avantajımız. HB fiyat farkıyla almanızıda tavsiye ederim.
1.0	Her şey guzel. Tesekkurler,
1.0	Bu teli kullanmaya başladıktan sonra diğer tellere bakmadım hiç. Kullanması rahat çalarken yumuşak gelen bend yapması rahat teller
1.0	ürün 1 2 3 set şeklinde satılmakta. üçününde içerikleri aynı baskıkalite şekil . üçünüde aldımgüzel kitaplar. şeffaf ısıtılmış torbaya 10 ar paketli şekilde makul bir sürede elime ulaştı. dışı simli , kalın kapaklı bir ürün. 32 sayfa düz yazı 23 sınıflar için uygun . burada ürünü alan arkadaşlar da zahmet olmazsa bunlarıda yazsalardı da bilmeden almasaydık. ürün küçük kitap boyutundan biraz daha küçük ebatta. az yazı bol resimli
1.0	Ben de kızıma aldım çok güzel bir urun çok beğendik özenle paketlenmiş halde 24 saate elimize ulaştı teşekkürler akademi müzik teşekkürlerhepsiburada...
1.0	bu kitabı okudum çok süper bir kitap harry potter sevenlerin kaçırmamasını tavsiye ederim kitap çok güzeldi kitabı 3 günde okudum okumak istesem bir gündede okurdum ama dersler muhakkat alan arkadaşlar soluksuz 1 gün içinde okur
1.0	Hızlı bir şekilde elime ulaştı. Teşekkürler. 
1.0	Olasılıksız yaşayacağımız durumun yüzde kaç olma ihtmalini anlatmaya çalışmış ve bunu güzel bir konuyla perçinlemiş bir kitap.David cane...gelecekte gözü var sanki adeta görüyor yaşıyor.Olucakları olmadan önce görüyor ve bu onu çok ama çok şanslı kılıyor,çünkü bu şekilde hayatına güzel bir şekil vermeye başlıyor.Aslında oda bu özelliğini sonrada farkediyor.Sonra ... yani bu kitap kesinlikle okunmalı,derler ya anlatılmaz yaşanır. Karaktere öyle bir kanıyorsunuz ki adeta olayların içinde yaşıyorsunuz.İki kardeşin ne kadar uzakta olsalar aslında birbirlerine nekadar bağlı olduklarını anlatıyor.Olasılıksız...Adam foverden ustalıkla anlatılış bir eser.
1.0	Güzel set
1.0	Güzel bir kitap begendim
1.0	bayıldım çok sevdim hikayeyi, kitaba başladığınızda elinizden bırakmayacaksınız : 
1.0	Teşekkürler. Elinize emeğinize sağlık.
0.0	Neden ucuz belli.plastikleri dökülüyor, hiç çocukluğumdaki kalitede değil kesinlikle!
1.0	Bu fiyata en uygun kitap alınabilecek site
1.0	kitap geldi 1.5 gün sonra güzel beklediğimden hızlı geldi amaa defo var kitabın alt kısmında
1.0	Bugün teslim aldım ürünüm 2 günde hemen geldi kullanımı çok kolay ve keyifli.Kamerası beklediğimden daha canlı ve net bu fiyata alabileceğiniz en güzel dron kesinlikle herkese tavaiye ediyorum. :
1.0	Fiyatına göre ürün güzel 5 yaşındaki oğlum severek yaptı PTT kargo ile gönderildi ve teslimat gününden önce oldu teşekkürler
1.0	cok guzel
1.0	Çok güzel bir kitap kesinlikle tavsiye ederim.
0.0	Başlarda sizi etkisi altına alacağınızı düşünüyorsunuz ama sonrasında kendi içinde tekrar eden bir kitap olduğunu görüyorsunuz.
1.0	gitar kursuna yeni başladım. ne almalıyım diye bakınırken Hepsiburada da bu ürünü gördüm. fiyatı ve hediyeleri ile birlikte çok iyi fiyat. siyah olmasıda benim için ayrı güzel.
1.0	Gece sipariş verdim öğlen geldi . Hızlı gönderim için teşekkürler .kitabımızı çok sevdik . Fiyatına göre güzel ürün. Oğluma okuduğum da zevkle dinledi . Resimlerinin büyük oluşu ilgisini bayağı çekti . 
1.0	Çok faydalı bir kitap seti 
1.0	Kırmızı Kedi Kitabevi'ndan aldığım kitap hem suya karşı ayrı bir ince poşete sarılı ve hem de darbeye karşı patpat poşete sarılı geldi. paketleme özenle hazırlanmış. kendilerine buradan teşekkür ediyorum.
1.0	1. Sınıfa giden kızımın çok ilgisini çekti. Aldığım ilk gün hepsini okuyup bitirdi. Emeği geçenlere teşekkürler.
1.0	Kartlar kaliteli, resimlerdeki renkler bardaklarla uyumlu.Hem okulda ogrencilerimle oynamak icin aldim. Hem de yegenime aldim. Grup olarak oynarken çok keyifli vakit geciriyoruz. Tavsiye ederim.
0.0	Kavim, Patasana, Kırlangıç Çığlığı gibi ustaca işlenmiş kurguların ardından bu kadar zorlama yazılmış basit öyküler, tam bir hayal kırıklığı yaratıyor insanda. Ticari olmuş..
1.0	Iclal Aydın 3 Kız Kardeş'i tavsiye ediyorum. Duygusal ve sürükleyici bir roman. Özellikle kız kardeşiniz ya da kızınız varsa kendinizden de biseyler bulabilirsiniz.
1.0	Gerçekten bazı zamanlarda içimizden birden bir ürünü hiçte ihtiyacımız olmadan almak isteriz o psikolojiyi anlatıyor. Tuzaklara düşmemek için okumak gerek
1.0	Harika bir ürün gercekten hic dusunmeden almanizi tavsiye ederim cok guzel harikkaaa seside kendisi gibi kaliteli
1.0	okumaya 4. kitabın çıkmasıyla başladığım seriyi çok yakından takip ediyorum bu kitabı ingilizcesini 2 kere okumama rağmen hemen aldım ve gelmesini bekliyorum 
1.0	Tablo kaliteli ama oyun parçaları daha iyi olabilirdi. Oyun boyutu biraz ufak kalmış. Çocuklar için uygun.
1.0	Hızlı gönderi, uygun fiyat, güzel kitap.
1.0	Bu fiyata alınabilecek en iyi tel.kullanım süresi oldukça iyi, hemen deforme olmuyor
1.0	Dan Brown .. Çok aşırı sanat tarihi dersi tarzında detaylar .. Onlar olmasa kitap güzel ama bir Kayıp Sembol değil.
1.0	Siparişimizin ardından sonraki gün elimize ulaştı. Çok güzel paketlenmiş, hiç zarar görmemişti. İçerisinde yedek teller ve 2 pena geldi. Teşekkürler!
1.0	Bir solukta okunan ve sonunda da okuyucunun ağzını bir karış açık bırakan Agatha Cristie'nin zirve kitabı.
1.0	Zamaninda ve iyi bir ambalajlama ile sorunsuz teslim aldim. Teşekkürler 
1.0	beni en çok etkileyen harika romanlardan biri. 2 sene önce okumuştum. şiddetle tavsiye ediyorum.
1.0	kitabı arkadaşım tavsiye etmişti. bende tavsiyesi üzerine sipariş verdim.çok kitap okuyan birisi sayılmam ama 2 günde bitirdiğime bende inanamadım : ahmet batmanın kitabını ilk defa okudum ve çok memnun kaldım akıcı ve sürükleyici bir kitap olmuş. sanki ben anlatmışım o yazmş gibi her sayfasında her satırında hayatımdan bir parça buldum. hepsiburada.com ailesinede tşk ederim..
1.0	1 günde geldi kargo çok hızlı
1.0	Türkiye'nin yakın geçmişini, bilinmeyen / fark etmediğimiz gerçekleri ve Türkiye üzerine oynanan oyunları belgelere dayanarak anlatan; uzun süreli ve zahmetli bir araştırmanın sonucunda ortaya çıkarılmış faydalı ve önemli bir kaynak...
1.0	hızlı gönderi ve hediye paketi için teşekkürler.
1.0	Urun bardakları gayet dayanıklı güzel bir ürün . Bardakları çok büyük beklemeyin. Metropol satıcısından aldım ve memnunum.hemen kargoya verildi .
1.0	Çok güzel bir kitap. Kesinlikle tavsiye ederim. Çok memnun kaldık.
1.0	kızım için aldım gerçekten fiyatına göre çok kaliteli bir ürün keyifle oynuyoruz. tavsiye ederim.
0.0	açıkçası sürükleyici yada anlattıklarıyla sizi bağlayacak bir kitap değil. olaylar ve kişilerin dili ağır yavaş hissiz. kitap okumayı çok severim ama anlatılmak istenen vurgu o kadar süründürüyor ki. açıkçası böyle bir konuyu roman olarak bu şekilde okumaktansa, belgesel yada araştırma kitabından ayrıntılı vurgulu ve daha anlatımlı ve sıkılmadan hatta vay be neler olmuş diyeceğiniz bir kitaptan da rahatça ulaşabilirsiniz.
1.0	yazarın kürt mantolu madonna kitabı daha popülerdir ama kanımca bu romanı daha iyi.
1.0	Kitabın ciddi anlamda son kısımlarında okuyucuya vurgun misali büyük bir şaşkınlık icinde bitirmesini sağlıyor. Çok akıcı zevkle okunan müthiş bir zeka ürünü.
1.0	Bu fiyata bu kalite , başkane denir.
1.0	Annemin Çantası kitabında çanta içindeki kitap : ordan görüp aldık. İkisi birlikte okununca daha da güzel oldu. Çizimler ve hikaye güzel. 
1.0	Kızımın gitar kursu öğretmeninin kaliteli ve uygun fiyat tavsiyesine göre buraya yönlendirmesiyle aldık. Memnunuz, iyi kaliteli mal, tavsiye ederiz... Bu arada ilanlarda yazılmıyor, ergenlikten itibaren kullanılan büyük gitarı olduğunu belirtmek isterim... Bir de bu markanın kılıfı yok, yanına kılıf da almayı unutmayın, biz kılıf da sipariş ettik ekstradan... Kargo 1 gün gecikmeli yollandı ama sağlam geldi, sitenin kendi kargo şirketi getiriyor zaten ve kontrol ederek aldık... Hepinize iyi çalmalar????
1.0	Sürükleyici, harika bir kitap, tek sorun Hepsiburada nın kargo olarak PTT kargoyla çalışması
1.0	Anlamlı..
1.0	Takımı kullanalı 2 ay oldu malzemesi oldukça kaliteli, ancak taş toplama yerleri ufak daha derin olsaydı taşlar toplandıgında kapatılabilirdi, kapatmak için taşları içine dagıtmaktan başka careniz yok. yinede büyük keyif alarak Tavla oynuyoruz...
1.0	Puzzle yapanlar için çok faydalı. Yapma aşamasında toplamanız veya kaldırmanız gerekirse sıkı sıkı sarıp kaldırıyorsunuz. Sonra dikkatlice açıp kaldığınız yerden devam ediyorsunuz. Çok kullanışlı ve gerekli.
1.0	Kağıt resim kalitesi mükemmel
1.0	Türkiye Cumhuriyetinin ne kadar büyük fedakarlıklarla kurulduğunu birkez daha hatırlamanız ve bugün yaşadığımız günlerin değerini bilmemiz için mutlaka okumalısınız. Bir hediye arıyorsanız bundan daha anlamlısını bulamazsınız. Kendime aldıktan sonra arkadaşlarıma doğum günü hediyesi olarak almaya karar verdim.
1.0	Aynı gün kargo elime ulaştı.. çizimler, kağıt kalitesi ile öykü cok güzeller. Tesekkur ederim.
1.0	bu kitabı soluksuz okuyacağınıza emin olailirsiniz. hele biraz hristiyanlıkla ilgili bilginiz varsa daha da ilginizi çekecektir. bir kitap kurdu olarak en iyilerim arasında üst sıralarda..herkese tavsiye ederim
1.0	Sorun yok
1.0	Kızım oyunu çok sevdi.Yalnız başınayken yada arkadaşıyla oynayabiliyor.Bazı kartlar gerçekten zorluyor.Çözdüğü zaman çok mutlu oluyor.
1.0	Kesinlikle tavsiye ederim ama devamını okuyun. Ürün 5 yıldız, kullanım kılavuzu 0 yıldız. İlk uçuş hayal kırıklığı oldu, sonra internetten araştırıp yöntemini buldum. Pili şarj edin, yerine takın ama XX6yı açmayın. Mutlaka DÜZ bir yere koyun, sonra açın. Işıklar yanacak. 10 saniye bekleyin. Düz konumda olduğunu öğrenmesi lazım. Sonra vericiyi açın. Gaz kumandası sonuna kadar kapalı olsun. Gazı çok çabuk açıp kapatın. Sonra her iki kumanda kolunu SOL ALTa çekin. Işıklar yanıp sönecek, sabitlenene kadar bekleyin. Ardından kumanda kollarını SAĞ ALTa çekin. Işıklar daha çabuk yanıp sönecek, yine bekleyin sabitlensin. Artık hazır. Bu işlemi HER DEFASINDA yapın. Bu sayede XX6 muhteşem stabil hale geliyor. Kumandayı çok küçük hareketler ile kullanın. hafif kayıyorsa hassas ayarlardan ayar yapın. Ustalaşınca 5 metre kadar yükselin, kumandanın sağ üst köşesindeki metal düğmeye basın, tam sağ ya da tam sol yapın, takla atacaktır. Öne ya da arkaya da olur.Yedek pil alın. O sayede daha çok keyif alırsınız. Kamerayı mamerayı boş verin. Boşuna ağırlık olmasın. Pervane koruyucularını çıkartmayın, pişman olursunuz.Paketteki tornavida ile vidaları kontrol edin. Uçmaya başlarken yeşil ışıklar size baksın. Yukarıda anlattığım yöntem ile ikinci uçuşumda yıllanmış usta pilot gibiydim. İnanılmaz kontrollü kullanabiliyorsunuz. Tekrar belitmekte fayda var, kesinlikle tavsiye ederim.
1.0	İyi paketlenmiş halde bir gün içinde geldi ürün. 4 yaşındaki oğlum çok sevdi.
1.0	Taşları gayet güzel altlık çok ince fiyatına göre güzel alınabilir
1.0	Kitaplar sorunsuz elime ulaştı. paketleme ve kargolama gayet güzeldi. Sosyoloji konularıyla ilgilenen herkesin bu eserleri okuması gerek. Teşekkürler.
1.0	tam istediğim gibi teşekkürler
0.0	foksiyonel ancak kalite düşük, basit gmrünüyor... Ancak fiyatına göre uygun.
1.0	harika bir kitap sevdim &#128522;
